Year,Année,ISO,Jurisdiction,Juridiction,Tenure (En),Tenure (Fr),Application Method,"Méthode d'application",Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2011,2011,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2011,2011,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2011,2011,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2011,2011,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2012,2012,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,809,a,809,a
2012,2012,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2012,2012,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,25,a,25,a
2012,2012,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2012,2012,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2012,2012,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2012,2012,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
2012,2012,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2012,2012,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,r,0,r
2012,2012,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2012,2012,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2012,2012,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2012,2012,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2012,2012,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2012,2012,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2012,2012,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
2012,2012,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2012,2012,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,0,a,0,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2012,2012,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2012,2012,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
2012,2012,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2012,2012,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
2012,2012,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,9639,a,9639,a
2012,2012,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,e,0,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,e,0,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,e,0,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,e,0,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2012,2012,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,41,p,41,p
2012,2012,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,,u,,u
2012,2012,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2012,2012,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,,u,,u
2012,2012,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2012,2012,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,27,a,27,a
2012,2012,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2012,2012,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2012,2012,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2012,2012,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2012,2012,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2012,2012,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2012,2012,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2012,2012,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2012,2012,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2012,2012,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2013,2013,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,726,a,726,a
2013,2013,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2013,2013,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,25,a,25,a
2013,2013,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2013,2013,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2013,2013,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,130,r,130,r
2013,2013,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,311,r,311,r
2013,2013,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2013,2013,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2013,2013,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2013,2013,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2013,2013,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
2013,2013,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2013,2013,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,0,a,0,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2013,2013,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2013,2013,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
2013,2013,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2013,2013,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
2013,2013,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,10351,r,10351,r
2013,2013,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,e,0,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,e,0,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,e,0,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,e,0,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2013,2013,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2013,2013,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,,u,,u
2013,2013,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,40,p,40,p
2013,2013,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,,u,,u
2013,2013,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2013,2013,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2013,2013,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2013,2013,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2013,2013,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,55,a,55,a
2013,2013,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
2013,2013,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2013,2013,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2013,2013,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2013,2013,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2013,2013,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2013,2013,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2013,2013,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2013,2013,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2013,2013,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2013,2013,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2013,2013,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2014,2014,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,720,a,720,a
2014,2014,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2014,2014,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,33,a,33,a
2014,2014,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2014,2014,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2014,2014,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2014,2014,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
2014,2014,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2014,2014,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,5362,r,5362,r
2014,2014,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2014,2014,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2014,2014,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2014,2014,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2014,2014,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,e,0,e
2014,2014,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2014,2014,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,e,0,e
2014,2014,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2014,2014,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,0,e,0,e
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
